Surname_Group,UniqueTransported,TransportedCount,TotalPeople,Group,AllSameTransported,NotTransportedCount
Deckley_5355,1,2,2,5355,True,0
Deckley_7828,1,0,1,7828,True,1
Deckley_7883,1,1,1,7883,True,0
Dectory_4651,1,1,1,4651,True,0
Dectory_5606,1,1,1,5606,True,0
Dectory_9175,1,1,1,9175,True,0
Dedentive_4427,1,0,2,4427,True,2
Dedinder_3647,1,1,1,3647,True,0
Dedometeel_2302,1,0,1,2302,True,1
Dedometeel_6729,2,1,2,6729,False,1
Dedometeel_693,2,1,2,693,False,1
Dedometeel_7097,2,1,3,7097,False,2
Deeke_647,2,2,3,647,False,1
Deeke_7604,2,1,2,7604,False,1
Delangleton_3707,2,1,2,3707,False,1
Delangleton_7133,1,0,1,7133,True,1
Delazarson_1594,1,1,1,1594,True,0
Delazarson_3550,1,0,2,3550,True,2
Delazarson_588,1,0,1,588,True,1
Delazarson_6071,1,1,1,6071,True,0
Delazarson_8271,1,1,1,8271,True,0
Delez_1376,1,0,1,1376,True,1
Delez_288,1,0,1,288,True,1
Demansty_6015,1,2,2,6015,True,0
Denashipson_6373,1,1,1,6373,True,0
Denashipson_7074,2,1,2,7074,False,1
Depie_7812,1,0,1,7812,True,1
Depie_965,1,0,1,965,True,1
Derry_3542,1,1,1,3542,True,0
Derry_7106,1,1,1,7106,True,0
Derry_8681,2,1,2,8681,False,1
Derry_8841,1,1,1,8841,True,0
Derte_7698,1,1,1,7698,True,0
Dertering_3864,1,1,1,3864,True,0
Derterval_4262,2,1,2,4262,False,1
Dervalt_3679,1,0,1,3679,True,1
Deryplinet_4142,1,1,1,4142,True,0
Deva_222,1,1,1,222,True,0
Deva_6672,2,3,4,6672,False,1
Diabysid_4465,1,0,3,4465,True,3
Diabysid_7614,1,1,1,7614,True,0
Dianket_2179,1,0,1,2179,True,1
Dianket_3292,2,2,3,3292,False,1
Dianket_9199,1,1,1,9199,True,0
Diateous_1724,1,1,1,1724,True,0
Diateous_2257,1,2,2,2257,True,0
Diateous_438,1,1,1,438,True,0
Diateous_6641,1,2,2,6641,True,0
Diazarez_5458,1,0,1,5458,True,1
Dicely_5032,1,1,1,5032,True,0
Dicely_5610,2,1,2,5610,False,1
Dicely_6722,2,2,3,6722,False,1
Dickley_4186,1,1,1,4186,True,0
Dickley_573,1,0,1,573,True,1
Dickley_5898,1,1,1,5898,True,0
Dickley_7534,1,0,1,7534,True,1
Dickley_8112,1,0,1,8112,True,1
Dickley_8208,1,1,1,8208,True,0
Dickman_5527,2,1,3,5527,False,2
Dickman_6820,1,0,1,6820,True,1
Dicksons_1608,1,0,1,1608,True,1
Dicksons_1655,2,1,2,1655,False,1
Dicksons_3067,1,1,1,3067,True,0
Dicksons_4673,1,0,1,4673,True,1
Dicksons_5756,1,0,1,5756,True,1
Dicomeng_1816,1,1,1,1816,True,0
Dightent_4632,2,2,4,4632,False,2
Dightent_7128,2,1,2,7128,False,1
Dillestron_1685,2,1,3,1685,False,2
Dillestron_3299,1,0,1,3299,True,1
Dillestron_6949,1,0,1,6949,True,1
Dillines_71,1,0,1,71,True,1
Dillines_7962,1,0,1,7962,True,1
Dillines_8332,1,1,1,8332,True,0
Dillips_1467,1,0,1,1467,True,1
Dillips_2882,1,0,1,2882,True,1
Dillips_4064,1,1,1,4064,True,0
Dillips_4205,1,0,1,4205,True,1
Dillips_6493,1,1,1,6493,True,0
Dillips_674,1,0,1,674,True,1
Dindeng_5726,1,1,1,5726,True,0
Dingauge_1071,1,0,1,1071,True,1
Dingauge_4383,1,1,1,4383,True,0
Dinger_5384,1,2,2,5384,True,0
Dinsprody_4422,1,2,2,4422,True,0
Dinsprody_564,2,2,3,564,False,1
Diouselt_8816,2,4,5,8816,False,1
Dischod_1179,1,1,1,1179,True,0
Dischod_241,1,0,1,241,True,1
Dischod_6634,1,2,2,6634,True,0
Discuous_3292,1,1,1,3292,True,0
Disgul_3029,2,1,2,3029,False,1
Disgul_4997,1,1,1,4997,True,0
Disgul_7437,1,2,2,7437,True,0
Dishearly_3088,1,0,1,3088,True,1
Dishearly_9014,1,1,1,9014,True,0
Disheract_2404,2,2,3,2404,False,1
Disheract_8551,1,0,1,8551,True,1
Dishocatal_1127,1,1,1,1127,True,0
Dishocatal_4690,2,1,2,4690,False,1
Dishocatal_6706,1,2,2,6706,True,0
Disight_182,1,1,1,182,True,0
Disight_4292,1,1,1,4292,True,0
Disivering_6665,2,2,4,6665,False,2
Disivering_6991,2,1,2,6991,False,1
Disivering_7775,1,0,1,7775,True,1
Dissper_197,1,0,1,197,True,1
Dissper_4050,1,0,1,4050,True,1
Dissper_4271,1,1,1,4271,True,0
Dissper_7929,1,0,1,7929,True,1
Disteady_6802,1,0,1,6802,True,1
Dister_1923,1,2,2,1923,True,0
Dister_5960,1,3,3,5960,True,0
Distured_1452,2,2,5,1452,False,3
Distured_5790,1,0,1,5790,True,1
Distured_6971,2,4,5,6971,False,1
Distured_8204,1,0,2,8204,True,2
Dombsoney_6172,1,1,1,6172,True,0
Domington_3301,1,4,4,3301,True,0
Domington_4847,1,1,1,4847,True,0
Domington_5812,1,6,6,5812,True,0
Domington_6444,2,1,2,6444,False,1
Domington_7152,1,2,2,7152,True,0
Dompreced_9149,2,1,2,9149,False,1
Donotaked_8144,1,2,2,8144,True,0
Donson_8429,1,1,1,8429,True,0
Donson_9157,1,1,1,9157,True,0
Donson_9167,1,0,1,9167,True,1
Doorge_2712,1,1,1,2712,True,0
Dorsenry_7038,1,0,1,7038,True,1
Dorsenry_7990,1,1,1,7990,True,0
Dotsondez_3205,1,1,1,3205,True,0
Dotsondez_6480,1,0,1,6480,True,1
Dotsondez_9066,1,0,1,9066,True,1
Doughan_3903,2,1,3,3903,False,2
Doughan_5903,1,0,1,5903,True,1
Douglasen_2663,1,1,1,2663,True,0
Douglasen_2730,2,2,3,2730,False,1
Douglasen_4327,1,1,1,4327,True,0
Douglasen_5509,1,1,1,5509,True,0
Douglasen_8472,1,0,1,8472,True,1
Drakeekss_2140,1,1,1,2140,True,0
Drakeekss_3537,1,0,1,3537,True,1
Drakeekss_4792,1,1,1,4792,True,0
Drakeekss_5246,1,2,2,5246,True,0
Drakeekss_6404,1,1,1,6404,True,0
Drakeekss_6437,1,1,1,6437,True,0
Drakeekss_8199,1,0,1,8199,True,1
Drakeekss_9192,1,1,1,9192,True,0
Dratembid_4216,1,2,2,4216,True,0
Dratembid_4786,1,1,1,4786,True,0
Dratembid_4910,1,0,1,4910,True,1
Dratembid_7459,1,0,1,7459,True,1
Dratembid_8339,1,0,2,8339,True,2
Drayfulery_3304,1,1,1,3304,True,0
Dreamspric_3857,1,1,1,3857,True,0
Dreamspric_6893,1,1,1,6893,True,0
Drelcate_1095,1,1,1,1095,True,0
Drelcate_1426,1,1,1,1426,True,0
Drelcate_1599,1,2,2,1599,True,0
Drelcate_7973,1,1,1,7973,True,0
Dressink_1931,1,1,1,1931,True,0
Dressink_7121,1,2,2,7121,True,0
Drivery_1243,1,0,1,1243,True,1
Drivery_6512,1,1,1,6512,True,0
Droning_2238,1,1,1,2238,True,0
Droning_7518,2,1,2,7518,False,1
Droning_8675,1,1,1,8675,True,0
Duckil_6200,2,1,3,6200,False,2
Duffmaney_7137,1,0,1,7137,True,1
Duffmaney_7891,2,1,2,7891,False,1
Dukertyler_1621,2,1,2,1621,False,1
Dukertyler_4332,1,1,1,4332,True,0
Dukertyler_4630,1,1,1,4630,True,0
Dun_4191,1,0,1,4191,True,1
Duncy_6385,1,0,1,6385,True,1
Dunnisey_8260,1,1,1,8260,True,0
Dunnisey_8644,1,0,2,8644,True,2
Dunnisey_92,1,0,1,92,True,1
Duranks_5967,2,2,3,5967,False,1
Dutte_2542,1,0,1,2542,True,1
Dutte_371,1,1,1,371,True,0
Dutte_794,1,2,2,794,True,0
Dutte_8905,1,1,1,8905,True,0
Dutty_2986,1,0,1,2986,True,1
Dutty_4763,1,1,1,4763,True,0
Dutty_5447,1,1,1,5447,True,0
Dyers_1713,1,0,1,1713,True,1
Dyers_2232,1,0,2,2232,True,2
Dyers_6726,1,1,1,6726,True,0
Dynatic_6943,1,1,1,6943,True,0
Dynigic_1279,1,1,1,1279,True,0
Dynigic_5040,1,0,2,5040,True,2
Earmeter_1661,1,0,1,1661,True,1
Earmeter_4730,1,0,1,4730,True,1
Ecart_452,1,1,1,452,True,0
Ecart_6058,1,0,1,6058,True,1
Ecate_4242,1,1,1,4242,True,0
Eccle_14,1,0,1,14,True,1
Ecre_3820,1,1,1,3820,True,0
Edwartizman_326,1,0,1,326,True,1
Edwartizman_3539,1,0,1,3539,True,1
Edwartizman_8016,1,0,1,8016,True,1
Edwartizman_9163,1,1,1,9163,True,0
Efulows_427,1,1,1,427,True,0
Eguing_7652,1,1,1,7652,True,0
Eguing_7710,1,1,1,7710,True,0
Eguing_9202,1,0,1,9202,True,1
Ellahan_1877,1,0,1,1877,True,1
Ellahan_2809,1,1,1,2809,True,0
Ellahan_5242,1,1,1,5242,True,0
Ellahan_5661,2,1,2,5661,False,1
Ellahan_6135,1,0,1,6135,True,1
Ellahan_6464,1,0,1,6464,True,1
Ellahan_8853,1,0,1,8853,True,1
Ellcefulve_5480,1,0,1,5480,True,1
Ellcefulve_85,1,1,1,85,True,0
Ellson_5132,1,0,1,5132,True,1
Ellson_5681,1,1,1,5681,True,0
Ellson_6030,1,5,5,6030,True,0
Embleng_202,1,2,2,202,True,0
Emead_1231,1,0,1,1231,True,1
Emead_196,1,0,1,196,True,1
Emead_4013,1,0,1,4013,True,1
Emead_4586,1,0,1,4586,True,1
Emead_5490,1,0,1,5490,True,1
Emead_6565,1,0,2,6565,True,2
Emead_7666,1,1,1,7666,True,0
Emenez_2295,1,0,2,2295,True,2
Emenez_3456,1,1,1,3456,True,0
Emenez_3903,1,0,1,3903,True,1
Emenez_7300,1,1,1,7300,True,0
Emenez_946,1,1,1,946,True,0
Emetillove_2783,2,1,2,2783,False,1
Emetillove_7624,1,1,1,7624,True,0
Emetillove_8076,1,0,2,8076,True,2
Emone_1857,1,0,1,1857,True,1
Emone_4817,1,0,1,4817,True,1
Emone_9180,1,0,1,9180,True,1
Emone_969,1,1,1,969,True,0
Emoted_8031,1,1,1,8031,True,0
Empie_6449,1,0,2,6449,True,2
Empie_8338,2,2,3,8338,False,1
Eneurordry_516,1,0,1,516,True,1
Englas_4640,1,1,1,4640,True,0
Englence_1681,1,0,1,1681,True,1
Englence_1890,1,0,1,1890,True,1
Englence_3372,1,1,1,3372,True,0
Englence_6879,1,1,1,6879,True,0
Englence_8998,1,0,2,8998,True,2
Ennalve_1110,2,1,2,1110,False,1
Ennalve_3391,2,1,2,3391,False,1
Ennalve_753,1,2,2,753,True,0
Entedraved_4581,1,2,2,4581,True,0
Entenedy_1612,1,2,2,1612,True,0
Entratable_3747,1,0,1,3747,True,1
Entratable_6635,1,0,2,6635,True,2
Erflé_1864,1,0,1,1864,True,1
Erflé_3531,2,1,2,3531,False,1
Ericksonga_3751,1,1,1,3751,True,0
Ericksonga_9030,1,0,2,9030,True,2
Erle_1479,1,1,1,1479,True,0
Erle_2884,1,0,1,2884,True,1
Erle_583,1,3,3,583,True,0
Erle_9043,1,1,1,9043,True,0
Erpie_1256,1,0,1,1256,True,1
Erpie_5402,1,0,1,5402,True,1
Erpie_688,1,0,1,688,True,1
Erry_1302,1,1,1,1302,True,0
Erry_3596,1,1,1,3596,True,0
Erry_6736,1,1,1,6736,True,0
Erte_7215,1,1,1,7215,True,0
Erte_8064,1,2,2,8064,True,0
Esseal_3917,1,0,1,3917,True,1
Esseal_6599,1,1,1,6599,True,0
Estein_703,1,1,1,703,True,0
Estevesters_306,1,0,1,306,True,1
Estiagosen_2387,1,1,1,2387,True,0
Estiagosen_3838,1,1,1,3838,True,0
Estiagosen_5042,1,1,1,5042,True,0
Estiagosen_5171,1,0,1,5171,True,1
Estiagosen_8186,1,0,1,8186,True,1
Estron_152,1,0,1,152,True,1
Estron_2319,1,0,1,2319,True,1
Estron_4832,1,0,1,4832,True,1
Estron_5702,1,1,1,5702,True,0
Estron_6245,1,1,1,6245,True,0
Evedorsen_4036,1,0,1,4036,True,1
Evedorsen_6409,1,0,1,6409,True,1
Evedorsen_8108,1,0,1,8108,True,1
Ewins_1078,1,0,1,1078,True,1
Ewins_5639,1,1,1,5639,True,0
Ewins_9170,1,0,1,9170,True,1
Ewisentley_5269,1,1,1,5269,True,0
Ewisentley_7849,1,0,1,7849,True,1
Ewisentley_8107,1,0,1,8107,True,1
Ewisentley_8460,1,0,1,8460,True,1
Ewiseston_1248,1,1,1,1248,True,0
Ewiseston_5591,1,0,1,5591,True,1
Ewiseston_6816,2,2,5,6816,False,3
Ewiseston_6932,1,1,1,6932,True,0
Ewiseston_734,1,0,1,734,True,1
Excialing_2859,1,1,1,2859,True,0
Excialing_290,1,4,4,290,True,0
Excialing_377,1,0,1,377,True,1
Excialing_4873,1,1,1,4873,True,0
Excionging_4333,1,0,1,4333,True,1
Exhaft_6684,2,1,3,6684,False,2
Exhaftearm_4813,1,1,1,4813,True,0
Exible_7508,1,0,1,7508,True,1
Exibuctich_1959,1,2,2,1959,True,0
Exibuctich_3798,1,1,1,3798,True,0
Exnutch_1365,2,1,2,1365,False,1
Exnutchor_8214,1,1,1,8214,True,0
Fache_1286,1,1,1,1286,True,0
Fache_6765,1,1,1,6765,True,0
Fache_8272,1,3,3,8272,True,0
Facke_6230,1,0,1,6230,True,1
Facke_7301,1,1,1,7301,True,0
Facke_8704,2,1,2,8704,False,1
Facle_1985,1,1,1,1985,True,0
Facle_4172,1,0,1,4172,True,1
Facle_8681,1,1,1,8681,True,0
Fairdised_4475,2,1,2,4475,False,1
Fanbox_6179,1,1,1,6179,True,0
Fanchy_1220,1,0,1,1220,True,1
Fanchy_8189,1,0,1,8189,True,1
Fandomatty_2831,1,1,1,2831,True,0
Fanseld_7339,1,0,1,7339,True,1
Fanseld_8043,1,3,3,8043,True,0
Fansty_8015,2,1,2,8015,False,1
Farleyatton_1013,1,0,1,1013,True,1
Farleyatton_1030,1,0,1,1030,True,1
Farleyatton_3383,1,0,1,3383,True,1
Farleyatton_519,1,1,1,519,True,0
Farleyatton_5714,2,1,2,5714,False,1
Farleyatton_7568,1,0,1,7568,True,1
Farmonrada_3100,2,2,3,3100,False,1
Farmonrada_6412,1,0,1,6412,True,1
Farmonrada_7567,1,0,1,7567,True,1
Farrez_6601,1,0,1,6601,True,1
Farrez_7533,1,1,1,7533,True,0
Farrez_8321,1,0,1,8321,True,1
Farrowns_6626,1,0,1,6626,True,1
Fatchanble_6130,1,1,1,6130,True,0
Fate_5886,1,0,2,5886,True,2
Fate_6070,1,0,1,6070,True,1
Fatte_4261,1,1,1,4261,True,0
Fatte_8442,1,0,1,8442,True,1
Fatted_1632,1,1,1,1632,True,0
Fatted_2526,1,1,1,2526,True,0
Fawnsive_7225,1,0,1,7225,True,1
Fawnsive_8581,1,1,1,8581,True,0
Fawnsive_8790,1,1,1,8790,True,0
Fawnsive_933,1,0,1,933,True,1
Femoused_2280,1,0,1,2280,True,1
Femoused_3752,1,0,1,3752,True,1
Femoused_6299,1,1,1,6299,True,0
Fictful_2858,1,3,3,2858,True,0
Fictful_97,1,0,1,97,True,1
Fielsenders_1113,1,1,1,1113,True,0
Fielsenders_1717,1,0,1,1717,True,1
Fielsenders_1758,1,0,1,1758,True,1
Fielsenders_2950,1,0,1,2950,True,1
Fielsenders_8587,1,0,1,8587,True,1
Fielson_123,1,0,1,123,True,1
Fielson_2758,1,1,1,2758,True,0
Fielson_5771,1,1,1,5771,True,0
Fielson_6778,1,0,1,6778,True,1
Fielson_7477,1,0,1,7477,True,1
Fielson_8137,1,0,1,8137,True,1
Figuez_2288,1,0,1,2288,True,1
Figuez_2436,1,0,1,2436,True,1
Figuez_2792,1,1,1,2792,True,0
Figuez_6102,1,0,1,6102,True,1
Figuez_968,1,0,1,968,True,1
Fiha_1545,1,1,1,1545,True,0
Fiha_2333,1,0,1,2333,True,1
Fiha_425,2,2,3,425,False,1
Filerst_4491,1,0,1,4491,True,1
Fincy_1704,1,1,1,1704,True,0
Fincy_1868,1,1,1,1868,True,0
Fincy_5701,1,1,1,5701,True,0
Fine_7457,1,0,1,7457,True,1
Fisheparks_1647,1,0,1,1647,True,1
Fisheparks_3025,1,0,1,3025,True,1
Fisheparks_3401,1,1,1,3401,True,0
Fisheparks_3417,1,1,1,3417,True,0
Fisheparks_6174,1,1,1,6174,True,0
Fisherry_169,1,0,1,169,True,1
Fisherry_2221,1,1,1,2221,True,0
Fishopper_1898,1,0,1,1898,True,1
Fishopper_1993,1,0,1,1993,True,1
Fishopper_2424,1,1,1,2424,True,0
Fishopper_2769,1,0,1,2769,True,1
Fishopper_6338,1,0,1,6338,True,1
Fisty_2778,1,2,2,2778,True,0
Fisty_4932,1,2,2,4932,True,0
Fisty_6273,1,0,2,6273,True,2
Fisun_3005,1,1,1,3005,True,0
Fisun_5677,1,0,1,5677,True,1
Fitzgerson_1565,1,0,1,1565,True,1
Fitzgerson_3027,1,0,1,3027,True,1
Fitzgerson_3325,1,1,1,3325,True,0
Fitzgerson_4140,1,0,1,4140,True,1
Fitzgerson_6381,1,0,1,6381,True,1
Fitzgerson_726,1,0,1,726,True,1
Fla_2270,1,1,1,2270,True,0
Fla_3300,2,1,2,3300,False,1
Fla_4176,2,3,5,4176,False,2
Fla_4615,1,1,1,4615,True,0
Fla_5198,1,0,1,5198,True,1
Fla_5223,1,1,1,5223,True,0
Flaie_3465,1,0,1,3465,True,1
Flaie_5396,1,0,1,5396,True,1
Flake_7205,1,0,1,7205,True,1
Flart_4808,1,0,1,4808,True,1
Flate_3332,1,2,2,3332,True,0
Flate_4318,1,1,1,4318,True,0
Flate_4368,1,1,1,4368,True,0
Flate_6549,1,0,2,6549,True,2
Flate_9061,1,0,1,9061,True,1
Flatic_8,1,3,3,8,True,0
Fle_2595,2,1,2,2595,False,1
Fle_7302,1,0,1,7302,True,1
Flell_3084,1,1,1,3084,True,0
Flell_4172,2,4,6,4172,False,2
Flell_8335,1,0,1,8335,True,1
Flemaney_1288,1,0,1,1288,True,1
Flemaney_4567,1,0,1,4567,True,1
Flemaney_4713,1,0,1,4713,True,1
Flemaney_4958,1,0,1,4958,True,1
Flemaney_561,1,0,1,561,True,1
Flemaney_5871,1,1,1,5871,True,0
Flemaney_8421,1,1,1,8421,True,0
Flemaney_984,2,1,2,984,False,1
Fles_128,1,0,2,128,True,2
Flesping_2557,1,1,1,2557,True,0
Flesping_5986,1,1,1,5986,True,0
Fliblerolt_3323,1,2,2,3323,True,0
Fliblerolt_761,1,1,1,761,True,0
Flie_5185,1,0,1,5185,True,1
Flie_6954,1,0,2,6954,True,2
Flité_1521,1,1,1,1521,True,0
Flité_2234,1,0,2,2234,True,2
Flité_3332,1,0,1,3332,True,1
Flité_3938,1,2,2,3938,True,0
Flité_5051,1,0,1,5051,True,1
Floaf_167,2,1,2,167,False,1
Floaf_195,1,1,1,195,True,0
Floaf_4215,1,0,1,4215,True,1
Flourbent_3871,1,1,1,3871,True,0
Floways_2042,1,0,1,2042,True,1
Floways_3812,1,0,1,3812,True,1
Floways_6180,1,1,1,6180,True,0
Floways_9237,1,0,1,9237,True,1
Flowensley_1345,1,0,1,1345,True,1
Flowensley_2462,1,0,1,2462,True,1
Flowensley_4030,1,1,1,4030,True,0
Flowensley_405,1,0,1,405,True,1
Flowensley_4448,1,1,1,4448,True,0
Flowensley_7527,1,1,1,7527,True,0
Flowensley_8334,1,1,1,8334,True,0
Flowensley_8781,1,0,1,8781,True,1
Floydendley_1229,1,1,1,1229,True,0
Floydendley_382,1,0,1,382,True,1
Floydendley_4534,1,1,1,4534,True,0
Floydendley_5938,1,2,2,5938,True,0
Flyncharlan_3087,1,1,1,3087,True,0
Flyncharlan_8512,1,1,1,8512,True,0
Flynner_3408,1,1,1,3408,True,0
Flynner_594,1,0,2,594,True,2
Flynner_5945,1,1,1,5945,True,0
Flynner_8973,1,1,1,8973,True,0
Flynney_1841,1,0,1,1841,True,1
Flynney_3200,1,0,1,3200,True,1
Flynney_5268,1,1,1,5268,True,0
Flynnis_5279,1,0,1,5279,True,1
Flynnis_6120,1,1,1,6120,True,0
Flynnis_8219,1,0,1,8219,True,1
Flynnis_931,1,1,1,931,True,0
Flé_2592,1,0,2,2592,True,2
Flé_4203,1,0,1,4203,True,1
Flé_7918,1,1,1,7918,True,0
Foledges_2497,1,0,1,2497,True,1
Foledges_4397,1,1,1,4397,True,0
Foledges_5551,1,1,1,5551,True,0
Foledges_6355,1,1,1,6355,True,0
Folemonley_2314,1,0,1,2314,True,1
Folemonley_5184,1,1,1,5184,True,0
Folemonley_7852,1,0,1,7852,True,1
Folemonley_8808,1,1,1,8808,True,0
Folhal_1197,1,0,1,1197,True,1
Folhal_2114,1,1,1,2114,True,0
Folhal_2475,1,0,1,2475,True,1
Folhal_4594,2,1,3,4594,False,2
Folhal_5684,1,1,1,5684,True,0
Folkshbox_7337,1,0,1,7337,True,1
Foller_8394,1,0,1,8394,True,1
Folumorly_6111,2,4,5,6111,False,1
Folumorly_8314,2,1,2,8314,False,1
Fone_503,2,1,3,503,False,2
Fone_585,2,2,3,585,False,1
Fone_7505,2,2,3,7505,False,1
Fone_9241,1,0,1,9241,True,1
Fonie_4426,1,1,1,4426,True,0
Fonie_5249,1,0,1,5249,True,1
Foraud_1628,1,1,1,1628,True,0
Foraud_3126,1,2,2,3126,True,0
Foraud_4177,2,1,2,4177,False,1
Foraud_5350,1,0,1,5350,True,1
Foraud_9104,1,1,1,9104,True,0
Fordulgaug_2645,1,1,1,2645,True,0
Fordulgaug_3749,1,2,2,3749,True,0
Fordulgaug_6921,1,2,2,6921,True,0
Forne_3664,1,1,1,3664,True,0
Forne_8658,2,1,2,8658,False,1
Forous_2515,2,1,2,2515,False,1
Forous_2737,1,1,1,2737,True,0
Fort_9203,1,1,1,9203,True,0
Fouseding_2518,1,2,2,2518,True,0
Fowlaney_1963,1,0,1,1963,True,1
Fowlaney_4653,1,0,1,4653,True,1
Fowlaney_5197,1,1,1,5197,True,0
Fowlaney_6024,1,1,1,6024,True,0
Fowles_129,1,1,1,129,True,0
Fowles_3104,1,2,2,3104,True,0
Fowles_3298,1,1,1,3298,True,0
Fowles_5717,1,1,1,5717,True,0
Fowlesterez_3044,1,0,1,3044,True,1
Fowlesterez_3690,1,1,1,3690,True,0
Fowlesterez_3926,1,0,1,3926,True,1
Fowlesterez_4188,1,1,1,4188,True,0
Fowlesterez_5950,1,0,1,5950,True,1
Fowlesterez_8182,1,0,1,8182,True,1
Fowlesterez_8988,2,4,6,8988,False,2
Foxter_1385,1,0,1,1385,True,1
Foxter_1407,2,1,2,1407,False,1
Foxter_4803,1,0,1,4803,True,1
Foxter_5383,1,0,1,5383,True,1
Foxter_6378,1,1,1,6378,True,0
Foxter_6643,1,0,1,6643,True,1
Foxter_7939,1,0,1,7939,True,1
Foxter_8167,1,1,1,8167,True,0
Frablerly_6753,2,1,2,6753,False,1
Frakepeed_7993,1,2,2,7993,True,0
Fralledic_3609,2,2,4,3609,False,2
Fralledic_7596,1,1,1,7596,True,0
Franankson_1717,1,1,1,1717,True,0
Franankson_2375,1,1,1,2375,True,0
Franankson_2786,1,1,1,2786,True,0
Franchaney_2239,1,1,1,2239,True,0
Franchaney_5652,1,0,1,5652,True,1
Francock_2320,1,0,1,2320,True,1
Francock_2401,1,1,1,2401,True,0
Francock_9244,1,1,1,9244,True,0
Frandriquez_3652,1,0,1,3652,True,1
Frandriquez_947,1,0,1,947,True,1
Franey_2198,1,1,1,2198,True,0
Franey_4909,1,0,1,4909,True,1
Franey_7936,1,1,1,7936,True,0
Franton_3413,1,0,1,3413,True,1
Franton_5651,1,1,1,5651,True,0
Franton_6990,1,0,1,6990,True,1
Franton_8345,1,0,1,8345,True,1
Franton_873,1,0,1,873,True,1
Franton_9116,1,1,1,9116,True,0
Franton_9256,1,1,1,9256,True,0
Frasp_1014,1,1,1,1014,True,0
Frasp_3062,1,0,1,3062,True,1
Frasp_3130,1,0,1,3130,True,1
Frasp_3811,2,1,2,3811,False,1
Frasp_5410,1,0,1,5410,True,1
Frasp_6349,1,1,1,6349,True,0
Frattyring_4181,2,5,6,4181,False,1
Frazie_8050,2,2,3,8050,False,1
Frazie_835,1,0,1,835,True,1
Frazie_9101,1,0,1,9101,True,1
Frazo_5128,2,1,2,5128,False,1
Frazo_7958,1,1,1,7958,True,0
Freder_4694,1,1,1,4694,True,0
Freder_5619,1,1,1,5619,True,0
Frederry_2403,1,0,1,2403,True,1
Fredersend_2298,1,0,1,2298,True,1
Fredersend_3224,1,1,1,3224,True,0
Fredersend_8289,1,0,1,8289,True,1
Freednal_2618,1,1,1,2618,True,0
Freednal_4362,1,1,1,4362,True,0
Freednal_4628,1,1,1,4628,True,0
Freevenson_1980,1,0,1,1980,True,1
Freevenson_6966,1,0,1,6966,True,1
Freevenson_7048,1,0,1,7048,True,1
Freevenson_8717,1,0,1,8717,True,1
Freptic_4214,1,0,1,4214,True,1
Frie_6138,1,1,1,6138,True,0
Fringearty_8786,1,1,1,8786,True,0
Fringh_1661,2,1,3,1661,False,2
Fringh_8162,1,0,1,8162,True,1
Frintful_2541,1,0,1,2541,True,1
Frité_1100,1,0,1,1100,True,1
Frité_5073,1,1,1,5073,True,0
Frogauded_2801,1,0,1,2801,True,1
Frolestty_2875,1,1,1,2875,True,0
Frolestty_5581,1,1,1,5581,True,0
Frolestty_789,2,1,2,789,False,1
Fruidy_5367,1,3,3,5367,True,0
Fryan_1501,1,0,1,1501,True,1
Fryan_1996,1,0,1,1996,True,1
Fryan_5909,1,3,3,5909,True,0
Fryan_6839,1,0,1,6839,True,1
Fryan_7036,1,1,1,7036,True,0
Fryan_7062,1,0,1,7062,True,1
Fryersonis_270,1,0,1,270,True,1
Fryersonis_4099,1,1,1,4099,True,0
Fryersonis_4515,2,1,2,4515,False,1
Fryersonis_5616,1,1,1,5616,True,0
Fryersonis_6380,2,1,3,6380,False,2
Fryersonis_7140,1,0,1,7140,True,1
Fryersonis_8231,2,1,2,8231,False,1
Fryes_1333,1,0,1,1333,True,1
Fryes_1395,1,1,1,1395,True,0
Fuelddid_380,1,1,1,380,True,0
Fuelightic_5084,1,0,2,5084,True,2
Fueling_5561,2,1,4,5561,False,3
Fueling_845,1,0,1,845,True,1
Fuelisent_3053,1,0,1,3053,True,1
Fuelisent_471,2,1,2,471,False,1
Fuelisent_5307,1,1,1,5307,True,0
Fuelisent_7496,1,1,1,7496,True,0
Fuenterson_918,1,0,1,918,True,1
Fuenton_7006,1,1,1,7006,True,0
Fuentryoung_7320,1,0,1,7320,True,1
Fuentryoung_8923,1,1,1,8923,True,0
Fulacid_5021,1,1,1,5021,True,0
Fulatorly_2336,2,1,2,2336,False,1
Fulatorly_5811,2,1,2,5811,False,1
Fulazy_7428,1,0,1,7428,True,1
Fuleng_1380,1,0,1,1380,True,1
Fullided_24,1,1,1,24,True,0
Fullous_1588,1,2,2,1588,True,0
Fulloydez_1214,1,1,1,1214,True,0
Fulloydez_1408,1,0,1,1408,True,1
Fulloydez_4524,1,1,1,4524,True,0
Fulloydez_5260,1,1,1,5260,True,0
Fulloydez_8205,1,0,1,8205,True,1
Fulloydez_8728,2,3,8,8728,False,5
Fulloydez_966,1,0,1,966,True,1
Fulous_2856,1,0,1,2856,True,1
Fultz_1289,1,0,2,1289,True,2
Fultz_4644,1,1,1,4644,True,0
Fultz_4775,1,1,1,4775,True,0
Fultz_7877,1,0,1,7877,True,1
Fushausive_2237,1,2,2,2237,True,0
Fushausive_454,1,1,1,454,True,0
Fushausive_979,1,1,1,979,True,0
Fusimodent_754,1,1,1,754,True,0
