Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Surname,TotalExpenses,HasExpenses,Transported,AgeImputed,AgeCluster,AgeClusterLabel
1976,5,7,Europa,True,B,82.0,S,55 Cancri e,15.0,False,Lansuffle_1976,0,0,True,15.0,0,C0_0-32
1976,6,7,Europa,True,B,82.0,S,TRAPPIST-1e,64.0,False,Lansuffle_1976,0,0,True,64.0,1,C1_33-79
1976,7,7,Europa,True,B,82.0,S,TRAPPIST-1e,25.0,False,Craleve_1976,0,0,True,25.0,0,C0_0-32
1977,1,1,Mars,True,F,393.0,P,TRAPPIST-1e,35.0,False,Paska_1977,0,0,True,35.0,1,C1_33-79
1978,1,1,,True,G,311.0,S,TRAPPIST-1e,19.0,False,,0,0,True,19.0,0,C0_0-32
1979,1,1,Earth,False,F,376.0,S,TRAPPIST-1e,26.0,False,Moodson_1979,1156,1,False,26.0,0,C0_0-32
1980,1,3,Earth,True,G,312.0,S,TRAPPIST-1e,3.0,False,Browlerson_1980,0,0,True,3.0,0,C0_0-32
1980,2,3,Earth,False,G,312.0,S,TRAPPIST-1e,29.0,False,Freevenson_1980,1439,1,False,29.0,0,C0_0-32
1980,3,3,Earth,True,G,312.0,S,TRAPPIST-1e,44.0,False,Browlerson_1980,0,0,True,44.0,1,C1_33-79
1981,1,1,Earth,False,E,124.0,P,TRAPPIST-1e,27.0,False,Cobson_1981,996,1,False,27.0,0,C0_0-32
1983,1,1,Earth,False,G,320.0,P,PSO J318.5-22,17.0,False,Cooperkins_1983,754,1,False,17.0,0,C0_0-32
1984,1,1,Europa,False,,,,55 Cancri e,37.0,False,Wassid_1984,3263,1,True,37.0,1,C1_33-79
1985,1,1,Mars,True,F,394.0,P,55 Cancri e,19.0,False,Facle_1985,0,0,True,19.0,0,C0_0-32
1988,1,1,Earth,True,G,321.0,P,TRAPPIST-1e,44.0,False,Wallerson_1988,0,0,False,44.0,1,C1_33-79
1991,1,2,Earth,False,F,378.0,S,55 Cancri e,22.0,,Palmes_1991,667,1,False,22.0,0,C0_0-32
1991,2,2,Earth,False,E,146.0,S,TRAPPIST-1e,22.0,False,Palmes_1991,663,1,True,22.0,0,C0_0-32
1992,1,1,Mars,True,F,379.0,S,TRAPPIST-1e,21.0,False,Killé_1992,0,0,True,21.0,0,C0_0-32
1993,1,1,Earth,False,F,380.0,S,TRAPPIST-1e,31.0,False,Fishopper_1993,1935,1,False,31.0,0,C0_0-32
1994,1,1,Earth,False,E,125.0,P,TRAPPIST-1e,17.0,False,Pagedy_1994,791,1,True,17.0,0,C0_0-32
1995,1,1,Earth,False,G,314.0,S,PSO J318.5-22,30.0,False,Sterreray_1995,531,1,False,30.0,0,C0_0-32
1996,1,1,Earth,False,F,381.0,S,TRAPPIST-1e,15.0,False,Fryan_1996,865,1,False,15.0,0,C0_0-32
1997,1,1,Earth,,G,315.0,S,TRAPPIST-1e,42.0,False,Hartley_1997,1707,1,True,42.0,1,C1_33-79
1999,1,1,Earth,False,F,383.0,S,TRAPPIST-1e,55.0,False,Kimons_1999,871,1,False,55.0,1,C1_33-79
2000,1,1,Europa,False,C,76.0,S,55 Cancri e,28.0,False,Plattering_2000,2851,1,True,28.0,0,C0_0-32
2001,1,1,Earth,False,F,396.0,P,TRAPPIST-1e,33.0,False,Pittler_2001,1514,1,False,33.0,1,C1_33-79
2003,1,1,Earth,False,G,323.0,P,TRAPPIST-1e,19.0,,Oconley_2003,808,1,False,19.0,0,C0_0-32
2006,1,3,Earth,False,F,386.0,S,TRAPPIST-1e,24.0,False,Moorez_2006,861,1,False,24.0,0,C0_0-32
2006,2,3,Earth,False,G,317.0,S,TRAPPIST-1e,4.0,False,Moorez_2006,0,0,False,4.0,0,C0_0-32
2006,3,3,Earth,True,G,317.0,S,TRAPPIST-1e,2.0,False,Moorez_2006,0,0,False,2.0,0,C0_0-32
2007,1,1,Europa,False,A,25.0,S,55 Cancri e,30.0,False,Gocent_2007,5740,1,True,30.0,0,C0_0-32
2009,1,3,Europa,False,B,59.0,P,TRAPPIST-1e,31.0,False,Contery_2009,0,0,False,31.0,0,C0_0-32
2009,2,3,Europa,True,B,59.0,P,TRAPPIST-1e,17.0,False,Contery_2009,0,0,True,17.0,0,C0_0-32
2009,3,3,Europa,True,B,59.0,P,55 Cancri e,40.0,False,Contery_2009,0,0,True,40.0,1,C1_33-79
2010,1,1,Earth,True,G,324.0,P,PSO J318.5-22,33.0,False,Gregordy_2010,0,0,True,33.0,1,C1_33-79
2011,1,1,Earth,True,G,318.0,S,PSO J318.5-22,46.0,False,Bartines_2011,0,0,False,46.0,1,C1_33-79
2012,1,1,Europa,False,B,60.0,P,55 Cancri e,30.0,True,Amincrerus_2012,11256,1,False,30.0,0,C0_0-32
2013,1,1,Earth,False,F,398.0,P,TRAPPIST-1e,17.0,False,Water_2013,804,1,False,17.0,0,C0_0-32
2015,1,1,Earth,False,F,387.0,S,TRAPPIST-1e,19.0,False,Hickett_2015,1828,1,True,19.0,0,C0_0-32
2019,1,2,Europa,False,B,83.0,S,55 Cancri e,22.0,False,Oppressive_2019,6265,1,True,22.0,0,C0_0-32
2019,2,2,Europa,,B,83.0,S,55 Cancri e,20.0,False,Oppressive_2019,7929,1,False,20.0,0,C0_0-32
2022,1,1,Earth,False,F,390.0,S,PSO J318.5-22,36.0,False,Houseson_2022,895,1,False,36.0,1,C1_33-79
2024,1,2,,False,G,322.0,S,TRAPPIST-1e,0.0,False,Kinson_2024,0,0,True,0.0,0,C0_0-32
2024,2,2,Earth,False,E,150.0,S,55 Cancri e,17.0,False,Kinson_2024,1640,1,True,17.0,0,C0_0-32
2026,1,3,Earth,True,G,323.0,S,TRAPPIST-1e,,False,Warrishales_2026,0,0,True,27.0,0,C0_0-32
2026,2,3,Earth,True,G,323.0,S,PSO J318.5-22,15.0,False,Warrishales_2026,0,0,True,15.0,0,C0_0-32
2026,3,3,Earth,False,G,323.0,S,TRAPPIST-1e,20.0,False,Alldson_2026,720,1,False,20.0,0,C0_0-32
2027,1,1,Earth,False,F,399.0,P,55 Cancri e,19.0,False,Oconley_2027,1088,1,True,19.0,0,C0_0-32
2028,1,1,Earth,False,F,391.0,S,PSO J318.5-22,24.0,False,Pooles_2028,671,1,False,24.0,0,C0_0-32
2029,1,1,Earth,False,F,400.0,P,55 Cancri e,43.0,False,Camerrison_2029,737,1,False,43.0,1,C1_33-79
2032,1,1,Mars,True,F,402.0,P,TRAPPIST-1e,26.0,False,Shcad_2032,0,0,True,26.0,0,C0_0-32
2034,1,1,Earth,False,F,393.0,S,TRAPPIST-1e,42.0,False,Pearsalason_2034,1283,1,False,42.0,1,C1_33-79
2038,1,1,Earth,False,F,404.0,P,TRAPPIST-1e,21.0,False,Ingston_2038,644,1,False,21.0,0,C0_0-32
2040,1,2,Europa,True,B,85.0,S,TRAPPIST-1e,50.0,False,Stiven_2040,0,0,True,50.0,1,C1_33-79
2040,2,2,Europa,True,B,85.0,S,TRAPPIST-1e,25.0,False,Stiven_2040,0,0,True,25.0,0,C0_0-32
2041,1,1,Earth,True,G,327.0,P,TRAPPIST-1e,64.0,False,Weavesend_2041,0,0,True,64.0,1,C1_33-79
2042,1,1,Earth,False,F,394.0,S,TRAPPIST-1e,50.0,False,Floways_2042,804,1,False,50.0,1,C1_33-79
2043,1,1,Mars,True,F,395.0,S,TRAPPIST-1e,24.0,False,Teake_2043,0,0,True,24.0,0,C0_0-32
2044,1,1,Earth,False,F,396.0,S,TRAPPIST-1e,27.0,,Conleydenan_2044,658,1,True,27.0,0,C0_0-32
2045,1,1,Earth,True,G,324.0,S,55 Cancri e,42.0,False,Whitneyes_2045,0,0,True,42.0,1,C1_33-79
2046,1,1,Earth,True,G,328.0,P,55 Cancri e,30.0,False,Beston_2046,0,0,False,30.0,0,C0_0-32
2051,1,1,Earth,False,E,126.0,P,TRAPPIST-1e,20.0,False,,718,1,True,20.0,0,C0_0-32
2052,1,1,Mars,False,E,151.0,S,TRAPPIST-1e,31.0,False,Balle_2052,1378,1,True,31.0,0,C0_0-32
2053,1,1,Europa,False,C,68.0,P,55 Cancri e,26.0,False,Wasede_2053,5759,1,False,26.0,0,C0_0-32
2054,1,1,Europa,False,C,69.0,P,55 Cancri e,39.0,False,Stivelte_2054,2647,1,False,39.0,1,C1_33-79
2055,1,6,Earth,False,G,330.0,P,TRAPPIST-1e,,False,Woodwinez_2055,0,0,False,27.0,0,C0_0-32
2055,2,6,,False,G,330.0,P,PSO J318.5-22,32.0,False,Woodwinez_2055,700,1,True,32.0,0,C0_0-32
2055,3,6,Earth,True,G,330.0,P,TRAPPIST-1e,25.0,False,,0,0,True,25.0,0,C0_0-32
2055,4,6,Earth,False,G,330.0,P,TRAPPIST-1e,6.0,False,Woodwinez_2055,0,0,True,6.0,0,C0_0-32
2055,5,6,Earth,True,G,330.0,P,TRAPPIST-1e,3.0,False,Woodwinez_2055,0,0,True,3.0,0,C0_0-32
2055,6,6,Earth,True,G,330.0,P,TRAPPIST-1e,11.0,False,Canton_2055,0,0,False,11.0,0,C0_0-32
2056,1,4,Earth,True,G,331.0,P,TRAPPIST-1e,52.0,False,Hanghanson_2056,0,0,False,52.0,1,C1_33-79
2056,2,4,Earth,False,F,407.0,P,TRAPPIST-1e,14.0,False,Hanghanson_2056,877,1,False,14.0,0,C0_0-32
2056,3,4,Earth,False,F,407.0,P,TRAPPIST-1e,68.0,False,Hanghanson_2056,2038,1,False,68.0,1,C1_33-79
2056,4,4,Earth,True,G,331.0,P,PSO J318.5-22,18.0,False,Hanghanson_2056,0,0,True,18.0,0,C0_0-32
2059,1,1,Earth,False,G,333.0,P,TRAPPIST-1e,55.0,False,Moodmandez_2059,909,1,True,55.0,1,C1_33-79
2060,1,1,,False,G,327.0,S,55 Cancri e,22.0,False,Baketton_2060,1853,1,False,22.0,0,C0_0-32
2061,1,1,Europa,False,D,65.0,P,TRAPPIST-1e,34.0,False,Sedece_2061,5446,1,True,34.0,1,C1_33-79
2062,1,1,Mars,,F,398.0,S,TRAPPIST-1e,17.0,False,,1336,1,False,17.0,0,C0_0-32
2063,1,1,Earth,True,G,328.0,S,PSO J318.5-22,38.0,False,Leonaldez_2063,0,0,False,38.0,1,C1_33-79
2065,1,1,Earth,False,F,410.0,P,TRAPPIST-1e,13.0,False,Jeffey_2065,1975,1,False,13.0,0,C0_0-32
2066,1,1,Earth,True,G,329.0,S,TRAPPIST-1e,19.0,False,Chapmaney_2066,0,0,True,19.0,0,C0_0-32
2067,1,2,Europa,True,C,70.0,P,TRAPPIST-1e,30.0,False,Sprender_2067,0,0,True,30.0,0,C0_0-32
2067,2,2,Europa,False,C,70.0,P,TRAPPIST-1e,27.0,True,Sprender_2067,3453,1,False,27.0,0,C0_0-32
2070,1,1,Earth,False,E,127.0,P,TRAPPIST-1e,17.0,False,Gilleyons_2070,860,1,True,17.0,0,C0_0-32
2071,1,2,Europa,False,C,78.0,S,55 Cancri e,45.0,False,Subateful_2071,7337,1,False,45.0,1,C1_33-79
2071,2,2,Europa,False,C,78.0,S,55 Cancri e,28.0,False,Subateful_2071,3577,1,True,28.0,0,C0_0-32
2073,1,1,Earth,False,F,401.0,S,TRAPPIST-1e,23.0,False,Rivanseney_2073,632,1,False,23.0,0,C0_0-32
2074,1,2,Europa,False,D,69.0,S,TRAPPIST-1e,24.0,False,Alaring_2074,10357,1,False,24.0,0,C0_0-32
2074,2,2,Europa,False,D,69.0,S,TRAPPIST-1e,23.0,False,Alaring_2074,4106,1,True,23.0,0,C0_0-32
2075,1,1,Earth,False,F,402.0,S,55 Cancri e,29.0,False,Yatters_2075,638,1,False,29.0,0,C0_0-32
2080,1,1,Earth,False,G,334.0,P,TRAPPIST-1e,46.0,False,Joycerton_2080,883,1,False,46.0,1,C1_33-79
2081,1,1,Earth,False,F,411.0,P,PSO J318.5-22,17.0,False,Moodsey_2081,919,1,True,17.0,0,C0_0-32
2082,1,1,Earth,False,G,335.0,P,TRAPPIST-1e,20.0,False,Kirks_2082,808,1,False,20.0,0,C0_0-32
2083,1,1,Earth,False,F,407.0,S,TRAPPIST-1e,24.0,False,Gibbsonton_2083,715,1,False,24.0,0,C0_0-32
2084,1,2,Europa,False,A,16.0,P,TRAPPIST-1e,40.0,False,Boltund_2084,10796,1,False,40.0,1,C1_33-79
2084,2,2,Europa,True,A,16.0,P,TRAPPIST-1e,,False,Boltund_2084,0,0,True,27.0,0,C0_0-32
2085,1,1,Europa,False,C,72.0,P,TRAPPIST-1e,38.0,False,Unaasor_2085,9531,1,False,38.0,1,C1_33-79
2086,1,2,Europa,False,A,26.0,S,TRAPPIST-1e,65.0,False,Wasterivel_2086,4919,1,True,65.0,1,C1_33-79
2086,2,2,Europa,False,A,26.0,S,TRAPPIST-1e,19.0,False,Wasterivel_2086,2050,1,True,19.0,0,C0_0-32
2087,1,1,Earth,False,F,408.0,S,TRAPPIST-1e,54.0,False,Brownings_2087,873,1,True,54.0,1,C1_33-79
2088,1,2,Earth,False,F,409.0,S,55 Cancri e,38.0,False,Weaves_2088,717,1,False,38.0,1,C1_33-79
2088,2,2,Earth,False,G,331.0,S,TRAPPIST-1e,40.0,False,Weaves_2088,929,1,True,40.0,1,C1_33-79
2089,1,1,Earth,False,F,412.0,P,PSO J318.5-22,21.0,False,Sterreray_2089,684,1,False,21.0,0,C0_0-32
2090,1,1,Earth,False,F,413.0,P,TRAPPIST-1e,22.0,False,Watkinsley_2090,821,1,True,22.0,0,C0_0-32
2091,1,1,Earth,False,F,414.0,P,TRAPPIST-1e,33.0,False,Woodwinez_2091,601,1,False,33.0,1,C1_33-79
2092,1,5,Mars,False,D,70.0,S,TRAPPIST-1e,18.0,False,Blan_2092,2345,1,True,18.0,0,C0_0-32
2092,2,5,Mars,False,E,153.0,S,TRAPPIST-1e,43.0,False,Stpie_2092,1297,1,False,43.0,1,C1_33-79
2092,3,5,Mars,False,,,,TRAPPIST-1e,13.0,,Stpie_2092,9597,1,False,13.0,0,C0_0-32
2092,4,5,Mars,False,F,410.0,S,TRAPPIST-1e,26.0,False,,1751,1,False,26.0,0,C0_0-32
2092,5,5,Mars,False,D,70.0,S,TRAPPIST-1e,22.0,False,Stpie_2092,2578,1,False,22.0,0,C0_0-32
2094,1,1,Mars,True,F,415.0,P,TRAPPIST-1e,21.0,False,Buncy_2094,0,0,True,21.0,0,C0_0-32
2095,1,1,Earth,False,F,411.0,S,PSO J318.5-22,25.0,False,Gallencis_2095,1368,1,False,25.0,0,C0_0-32
2096,1,2,Mars,False,F,412.0,S,TRAPPIST-1e,29.0,False,Kité_2096,1431,1,False,29.0,0,C0_0-32
2096,2,2,Mars,False,F,412.0,S,TRAPPIST-1e,49.0,False,Kinie_2096,1692,1,False,49.0,1,C1_33-79
2097,1,1,Europa,True,B,86.0,S,55 Cancri e,29.0,False,Roftfuling_2097,0,0,True,29.0,0,C0_0-32
2099,1,1,Mars,False,D,71.0,S,,45.0,False,Boste_2099,2579,1,True,45.0,1,C1_33-79
2100,1,1,Earth,False,F,413.0,S,PSO J318.5-22,45.0,False,Briggins_2100,742,1,True,45.0,1,C1_33-79
2102,1,1,Europa,False,C,79.0,S,TRAPPIST-1e,30.0,False,Seadler_2102,16788,1,False,30.0,0,C0_0-32
2104,1,2,Earth,False,F,414.0,S,TRAPPIST-1e,29.0,False,Bootez_2104,803,1,False,29.0,0,C0_0-32
2104,2,2,Earth,False,,,,TRAPPIST-1e,26.0,False,Bootez_2104,0,0,False,26.0,0,C0_0-32
2105,1,1,Earth,True,G,335.0,S,55 Cancri e,16.0,False,Loway_2105,0,0,False,16.0,0,C0_0-32
2106,1,1,Earth,False,G,336.0,S,55 Cancri e,20.0,False,Calhounez_2106,4928,1,False,20.0,0,C0_0-32
2107,1,1,Earth,False,G,338.0,P,TRAPPIST-1e,33.0,False,Haynardy_2107,888,1,False,33.0,1,C1_33-79
2110,1,1,Earth,True,G,339.0,P,TRAPPIST-1e,18.0,False,Joynewtonks_2110,0,0,False,18.0,0,C0_0-32
2111,1,1,Mars,False,F,417.0,P,TRAPPIST-1e,24.0,False,Blan_2111,2598,1,False,24.0,0,C0_0-32
2112,1,1,Mars,False,F,418.0,P,TRAPPIST-1e,29.0,False,Perty_2112,2598,1,False,29.0,0,C0_0-32
2114,1,1,Europa,True,B,87.0,S,55 Cancri e,40.0,False,Folhal_2114,0,0,True,40.0,1,C1_33-79
2115,1,1,Europa,True,D,72.0,S,TRAPPIST-1e,27.0,False,Oinded_2115,0,0,True,27.0,0,C0_0-32
2116,1,1,Earth,True,G,339.0,S,TRAPPIST-1e,35.0,False,Waderoachez_2116,0,0,False,35.0,1,C1_33-79
2117,1,1,Europa,False,,,,TRAPPIST-1e,31.0,False,Rocketedy_2117,22021,1,False,31.0,0,C0_0-32
2118,1,1,Earth,True,G,340.0,P,PSO J318.5-22,26.0,False,Macdonadows_2118,0,0,False,26.0,0,C0_0-32
2120,1,1,Mars,False,D,73.0,S,TRAPPIST-1e,49.0,False,Bla_2120,1058,1,True,49.0,1,C1_33-79
2121,1,1,Earth,True,G,341.0,P,TRAPPIST-1e,23.0,False,Peterstarks_2121,0,0,False,23.0,0,C0_0-32
2123,1,2,Earth,True,G,342.0,P,PSO J318.5-22,23.0,False,Johnsondez_2123,0,0,False,23.0,0,C0_0-32
2123,2,2,Earth,True,G,342.0,P,PSO J318.5-22,14.0,False,Johnsondez_2123,0,0,True,14.0,0,C0_0-32
2124,1,1,Earth,False,G,341.0,S,55 Cancri e,21.0,False,Litthews_2124,810,1,False,21.0,0,C0_0-32
2125,1,1,Earth,False,G,343.0,P,TRAPPIST-1e,18.0,False,Pagedy_2125,907,1,False,18.0,0,C0_0-32
2126,1,1,Earth,False,F,415.0,S,TRAPPIST-1e,,False,Ricews_2126,717,1,False,27.0,0,C0_0-32
2127,1,1,Earth,False,F,419.0,P,TRAPPIST-1e,19.0,False,Bailes_2127,790,1,True,19.0,0,C0_0-32
2128,1,1,Earth,False,G,344.0,P,TRAPPIST-1e,22.0,False,Sancockett_2128,809,1,False,22.0,0,C0_0-32
2129,1,1,Earth,False,F,420.0,P,TRAPPIST-1e,17.0,False,Camerrison_2129,758,1,False,17.0,0,C0_0-32
2130,1,1,Earth,False,F,421.0,P,PSO J318.5-22,13.0,False,Oneiles_2130,668,1,False,13.0,0,C0_0-32
2131,1,1,Earth,False,E,128.0,P,TRAPPIST-1e,26.0,False,Mayder_2131,991,1,False,26.0,0,C0_0-32
2133,1,2,Mars,False,D,74.0,S,TRAPPIST-1e,,False,Chrie_2133,1182,1,False,27.0,0,C0_0-32
2133,2,2,Mars,True,F,416.0,S,TRAPPIST-1e,16.0,False,Chrie_2133,0,0,True,16.0,0,C0_0-32
2134,1,1,Mars,False,F,422.0,P,TRAPPIST-1e,20.0,False,Pimne_2134,1149,1,False,20.0,0,C0_0-32
2135,1,2,Earth,False,E,129.0,P,TRAPPIST-1e,20.0,False,Monroellynn_2135,1620,1,False,20.0,0,C0_0-32
2135,2,2,Earth,,E,129.0,P,TRAPPIST-1e,23.0,False,Monroellynn_2135,788,1,False,23.0,0,C0_0-32
2136,1,1,Earth,False,G,343.0,S,TRAPPIST-1e,61.0,False,Waltonnedy_2136,915,1,False,61.0,1,C1_33-79
2137,1,3,Mars,True,F,423.0,P,TRAPPIST-1e,27.0,False,Ruité_2137,0,0,True,27.0,0,C0_0-32
2137,2,3,Mars,False,F,423.0,P,55 Cancri e,3.0,False,Queke_2137,0,0,True,3.0,0,C0_0-32
2137,3,3,Mars,False,F,423.0,P,55 Cancri e,4.0,False,Queke_2137,0,0,True,4.0,0,C0_0-32
2138,1,1,Earth,True,G,344.0,S,55 Cancri e,13.0,,Powery_2138,0,0,True,13.0,0,C0_0-32
2139,1,1,Mars,True,F,417.0,S,TRAPPIST-1e,19.0,False,Razo_2139,0,0,True,19.0,0,C0_0-32
2140,1,1,Earth,False,F,424.0,P,TRAPPIST-1e,18.0,False,Drakeekss_2140,698,1,True,18.0,0,C0_0-32
2141,1,1,Earth,False,E,130.0,P,55 Cancri e,66.0,False,Rivanseney_2141,1610,1,True,66.0,1,C1_33-79
2142,1,1,Mars,True,F,418.0,S,TRAPPIST-1e,39.0,,Pri_2142,0,0,True,39.0,1,C1_33-79
2143,1,2,Earth,False,F,419.0,S,TRAPPIST-1e,21.0,False,Miltongson_2143,2667,1,False,21.0,0,C0_0-32
2143,2,2,Earth,True,G,345.0,S,TRAPPIST-1e,7.0,False,Miltongson_2143,0,0,False,7.0,0,C0_0-32
2144,1,1,Earth,True,,,,TRAPPIST-1e,56.0,False,Philliames_2144,0,0,False,56.0,1,C1_33-79
2145,1,1,Earth,False,F,425.0,P,TRAPPIST-1e,15.0,False,Pecketton_2145,1079,1,False,15.0,0,C0_0-32
2147,1,1,Mars,False,E,155.0,S,TRAPPIST-1e,,False,Ban_2147,1298,1,True,27.0,0,C0_0-32
2148,1,1,Earth,False,F,420.0,S,TRAPPIST-1e,13.0,False,Grahangory_2148,874,1,False,13.0,0,C0_0-32
2149,1,1,Europa,True,B,89.0,S,TRAPPIST-1e,18.0,False,Persed_2149,0,0,True,18.0,0,C0_0-32
2150,1,1,Earth,True,G,346.0,P,PSO J318.5-22,38.0,False,Prickmantes_2150,0,0,False,38.0,1,C1_33-79
2152,1,1,Earth,False,F,426.0,P,TRAPPIST-1e,45.0,False,Bakericks_2152,2797,1,False,45.0,1,C1_33-79
2153,1,1,Earth,True,G,347.0,P,TRAPPIST-1e,21.0,False,Daviddley_2153,0,0,False,21.0,0,C0_0-32
2154,1,1,Earth,False,G,348.0,P,TRAPPIST-1e,19.0,False,Barles_2154,628,1,False,19.0,0,C0_0-32
2156,1,1,Earth,False,F,421.0,S,TRAPPIST-1e,49.0,False,Cofferson_2156,1527,1,False,49.0,1,C1_33-79
2158,1,1,Earth,False,F,423.0,S,TRAPPIST-1e,21.0,False,Moraleney_2158,865,1,True,21.0,0,C0_0-32
2159,1,1,Earth,False,F,424.0,S,TRAPPIST-1e,18.0,False,Casez_2159,2429,1,True,18.0,0,C0_0-32
2161,1,1,Mars,True,F,429.0,P,TRAPPIST-1e,43.0,False,Sidie_2161,0,0,True,43.0,1,C1_33-79
2162,1,2,Mars,True,F,425.0,S,PSO J318.5-22,27.0,False,Graie_2162,0,0,True,27.0,0,C0_0-32
2162,2,2,Mars,False,F,425.0,S,TRAPPIST-1e,0.0,False,Graie_2162,0,0,True,0.0,0,C0_0-32
2163,1,1,Earth,False,G,349.0,P,TRAPPIST-1e,27.0,False,Mosepherry_2163,773,1,False,27.0,0,C0_0-32
2164,1,1,Europa,True,B,63.0,P,TRAPPIST-1e,21.0,,Queldry_2164,0,0,True,21.0,0,C0_0-32
2167,1,1,Earth,False,F,431.0,P,PSO J318.5-22,20.0,False,Mckinn_2167,753,1,False,20.0,0,C0_0-32
2168,1,2,Mars,True,F,427.0,S,TRAPPIST-1e,35.0,False,Lacke_2168,0,0,True,35.0,1,C1_33-79
2168,2,2,Mars,False,F,427.0,S,TRAPPIST-1e,20.0,False,Lacke_2168,1216,1,False,20.0,0,C0_0-32
2171,1,2,Earth,False,F,433.0,P,TRAPPIST-1e,24.0,False,Camerrison_2171,804,1,False,24.0,0,C0_0-32
2171,2,2,Earth,False,G,351.0,P,TRAPPIST-1e,41.0,False,Camerrison_2171,6198,1,False,41.0,1,C1_33-79
2172,1,1,Earth,False,G,347.0,S,PSO J318.5-22,23.0,False,Barbes_2172,774,1,True,23.0,0,C0_0-32
2173,1,1,Earth,True,G,352.0,P,PSO J318.5-22,27.0,False,Landolphrey_2173,0,0,True,27.0,0,C0_0-32
2175,1,1,Earth,True,G,348.0,S,55 Cancri e,58.0,False,Callowery_2175,0,0,True,58.0,1,C1_33-79
2177,1,1,Mars,True,F,435.0,P,TRAPPIST-1e,53.0,False,Colle_2177,0,0,True,53.0,1,C1_33-79
2179,1,1,Europa,False,C,80.0,S,TRAPPIST-1e,30.0,False,Dianket_2179,8791,1,False,30.0,0,C0_0-32
2180,1,1,Earth,False,F,428.0,S,55 Cancri e,24.0,False,Masquez_2180,566,1,False,24.0,0,C0_0-32
2182,1,1,Europa,False,B,64.0,P,TRAPPIST-1e,31.0,False,Tiouserful_2182,4230,1,False,31.0,0,C0_0-32
2183,1,2,Mars,False,F,429.0,S,PSO J318.5-22,46.0,False,Ruity_2183,1233,1,False,46.0,1,C1_33-79
2183,2,2,Mars,False,F,429.0,S,TRAPPIST-1e,20.0,False,Ruity_2183,1040,1,False,20.0,0,C0_0-32
2186,1,1,Earth,True,G,350.0,S,TRAPPIST-1e,20.0,False,Johnsby_2186,0,0,False,20.0,0,C0_0-32
2187,1,1,Earth,False,F,437.0,P,TRAPPIST-1e,30.0,False,Wiggson_2187,1385,1,False,30.0,0,C0_0-32
2188,1,1,Earth,False,F,438.0,P,55 Cancri e,24.0,False,Hopez_2188,691,1,False,24.0,0,C0_0-32
2189,1,1,Earth,,G,354.0,P,TRAPPIST-1e,34.0,False,Cruzaley_2189,628,1,False,34.0,1,C1_33-79
2190,1,1,Earth,False,F,430.0,S,,20.0,False,Barris_2190,2272,1,False,20.0,0,C0_0-32
2191,1,1,Mars,True,F,431.0,S,TRAPPIST-1e,48.0,False,Sidie_2191,0,0,True,48.0,1,C1_33-79
2193,1,1,Earth,False,F,439.0,P,PSO J318.5-22,25.0,False,Singtons_2193,689,1,False,25.0,0,C0_0-32
2194,1,1,Earth,True,G,352.0,S,TRAPPIST-1e,43.0,False,Blacks_2194,0,0,False,43.0,1,C1_33-79
2195,1,1,Earth,False,F,440.0,P,TRAPPIST-1e,27.0,False,Coleyanglas_2195,1050,1,True,27.0,0,C0_0-32
2196,1,4,Europa,False,B,65.0,P,TRAPPIST-1e,47.0,False,Veriedeezy_2196,5499,1,False,47.0,1,C1_33-79
2196,2,4,Europa,False,B,65.0,P,55 Cancri e,26.0,False,Veriedeezy_2196,4715,1,True,26.0,0,C0_0-32
2196,3,4,Europa,True,B,65.0,P,TRAPPIST-1e,37.0,False,Veriedeezy_2196,0,0,True,37.0,1,C1_33-79
2196,4,4,Europa,False,B,65.0,P,55 Cancri e,42.0,False,Veriedeezy_2196,4140,1,False,42.0,1,C1_33-79
2198,1,1,Earth,False,E,156.0,S,55 Cancri e,61.0,False,Franey_2198,1624,1,True,61.0,1,C1_33-79
2200,1,1,Mars,False,F,442.0,P,TRAPPIST-1e,29.0,False,Prité_2200,2598,1,False,29.0,0,C0_0-32
2201,1,1,Europa,False,D,75.0,S,55 Cancri e,32.0,False,Subateful_2201,3032,1,True,32.0,0,C0_0-32
2202,1,1,Mars,False,F,443.0,P,TRAPPIST-1e,51.0,False,Horte_2202,1688,1,False,51.0,1,C1_33-79
2203,1,1,Mars,False,D,76.0,S,TRAPPIST-1e,43.0,False,Boyst_2203,2579,1,False,43.0,1,C1_33-79
2204,1,1,Europa,True,B,90.0,S,55 Cancri e,25.0,False,Aillyber_2204,0,0,True,25.0,0,C0_0-32
2205,1,1,Earth,False,E,157.0,S,TRAPPIST-1e,31.0,False,Vandan_2205,789,1,False,31.0,0,C0_0-32
2206,1,1,Earth,False,F,432.0,S,PSO J318.5-22,13.0,False,Callowery_2206,943,1,False,13.0,0,C0_0-32
2207,1,1,Earth,False,G,354.0,S,TRAPPIST-1e,20.0,False,Hales_2207,774,1,False,20.0,0,C0_0-32
2209,1,1,Earth,False,F,433.0,S,TRAPPIST-1e,29.0,False,,1389,1,False,29.0,0,C0_0-32
2210,1,1,Earth,True,G,355.0,S,TRAPPIST-1e,16.0,False,Hestes_2210,0,0,False,16.0,0,C0_0-32
2211,1,1,Earth,False,F,434.0,S,TRAPPIST-1e,15.0,False,Hurles_2211,2727,1,True,15.0,0,C0_0-32
