ID,RoomServiceCDF,FoodCourtCDF,ShoppingMallCDF,SpaCDF,VRDeckCDF
2094,0.3422,0.0000,0.6411,0.0000,0.0000
2095,0.5801,0.7308,0.8511,0.0000,0.0233
2096,0.2530,0.5323,0.3872,0.3040,0.4055
2097,0.5000,0.7400,0.7824,0.9694,0.3640
2098,0.0535,0.0192,0.2088,0.0625,0.8143
2099,0.0000,0.7678,0.0000,0.3890,0.7880
2100,0.6830,0.2320,0.4836,0.1521,0.0000
2101,0.0000,0.1473,0.0000,0.7164,0.0233
2105,0.0000,0.8847,0.4830,0.3628,0.6844
2108,0.0000,0.0000,0.8394,0.0000,0.0000
2109,0.5801,0.0887,0.4546,0.3060,0.0000
2110,0.0000,0.0000,0.2892,0.7511,0.0000
2111,0.0000,0.0000,0.2008,0.0000,0.7681
2112,0.6441,0.0000,0.4926,0.4915,0.6038
2113,0.9475,0.0000,0.7222,0.3642,0.0000
2116,0.4152,0.0000,0.9027,0.1183,0.0000
2120,0.0000,0.0000,0.0000,0.1692,0.7362
2123,0.4629,0.0000,0.7369,0.0000,0.0000
2124,0.2160,0.4695,0.6420,0.0000,0.0000
2126,0.0000,0.3657,0.4210,0.3680,0.9502
2127,0.1952,0.7259,0.0000,0.0000,0.9950
2129,0.0000,0.5539,0.0266,0.0000,0.5613
2130,0.4746,0.4643,0.8882,0.9561,0.0000
2131,0.0000,0.0192,0.0000,0.4964,0.1289
2132,0.1572,0.6347,0.8040,0.3272,0.0000
2133,0.1952,0.0000,0.9762,0.2249,0.0000
2135,0.0773,0.0000,0.6256,0.1521,0.5083
2136,0.5535,0.2456,0.0000,0.0000,0.6478
2137,0.0000,0.0000,0.8998,0.4445,0.8781
2138,0.0000,0.1305,0.3716,0.5755,0.4997
2140,0.4782,0.5064,0.0266,0.2809,0.1123
2141,0.4193,0.0000,0.6030,0.0000,0.3264
2142,0.0000,0.2468,0.0000,0.0000,0.9870
2143,0.0000,0.2032,0.5200,0.9309,0.9458
2144,0.7990,0.0000,0.2935,0.1692,0.0000
2145,0.8865,0.2274,0.0000,0.0231,0.0000
2146,0.8697,0.0000,0.0266,0.0000,0.0000
2147,0.0000,0.8867,0.0000,0.9598,0.2654
2148,0.8719,0.0000,0.2892,0.2354,0.0000
2152,0.0000,0.4623,0.0908,0.7029,0.9276
2153,0.0000,0.9902,0.0000,0.3561,0.0000
2155,0.8627,0.5138,0.1087,0.2411,0.0000
2157,0.1397,0.8461,0.4105,0.8285,0.4435
2158,0.0000,0.8219,0.0266,0.9909,0.0960
2159,0.0000,0.9353,0.0000,0.6659,0.1261
2163,0.0000,0.8346,0.0000,0.9526,0.1694
2165,0.0000,0.6439,0.0266,0.3434,0.3616
2167,0.8685,0.0000,0.7959,0.4915,0.0000
2171,0.0000,0.5228,0.0000,0.6106,0.0000
2172,0.3790,0.2456,0.7110,0.0000,0.1123
2174,0.0000,0.6421,0.0000,0.2305,0.2307
2177,0.0000,0.9155,0.6066,0.7875,0.0580
2179,0.6162,0.0000,0.2391,0.8649,0.0000
2182,0.8760,0.6997,0.2253,0.8509,0.9465
2184,0.1697,0.0000,0.0000,0.7787,0.0000
2185,0.8588,0.0000,0.3539,0.0000,0.0000
2186,0.0000,0.0000,0.7227,0.0000,0.0000
2187,0.0000,0.6554,0.0000,0.0000,0.0000
2189,0.6429,0.2032,0.0000,0.0000,0.0000
2194,0.0201,0.1888,0.0668,0.6682,0.0000
2196,0.0000,0.7479,0.3844,0.8465,0.8256
2197,0.0000,0.6261,0.0000,0.0000,0.4575
2198,0.2193,0.9466,0.3989,0.3912,0.0000
2199,0.7639,0.0000,0.0000,0.0000,0.0000
2200,0.7213,0.3114,0.0000,0.1318,0.0000
2203,0.0000,0.5049,0.8682,0.4947,0.0000
2206,0.0000,0.0000,0.7966,0.0000,0.0000
2207,0.9503,0.9781,0.3142,0.0231,0.5978
2208,0.0000,0.0887,0.1354,0.7804,0.2633
2211,0.0000,0.0000,0.0266,0.6855,0.0000
2212,0.6261,0.0000,0.5402,0.0000,0.3925
2213,0.0773,0.0000,0.8363,0.0000,0.2787
2214,0.0000,0.9368,0.0000,0.9865,0.3794
2215,0.5714,0.0000,0.9175,0.0000,0.0000
2216,0.0000,0.0000,0.7291,0.3812,0.0000
2217,0.0000,0.2248,0.0000,0.0000,0.6929
2219,0.4334,0.0000,0.7412,0.0000,0.0000
2220,0.0000,0.2356,0.0000,0.8368,0.0000
2228,0.9128,0.0000,0.3844,0.0000,0.0789
2229,0.4564,0.5025,0.0000,0.7101,0.6128
2230,0.0000,0.2639,0.0000,0.7029,0.0000
2231,0.0000,0.0000,0.3211,0.3308,0.9535
2232,0.7184,0.1886,0.0000,0.0231,0.0000
2234,0.6876,0.0192,0.0000,0.0000,0.1767
2235,0.0000,0.5584,0.0000,0.5367,0.7377
2236,0.7535,0.0000,0.2780,0.0000,0.0000
2237,0.0000,0.6688,0.0000,0.0000,0.0000
2238,0.0000,0.6513,0.3194,0.0000,0.1123
2239,0.7535,0.0000,0.5694,0.0000,0.0000
2242,0.1244,0.0000,0.0000,0.7831,0.0000
2243,0.0000,0.5539,0.1475,0.9184,0.8628
2245,0.7453,0.9486,0.4479,0.3040,0.8174
2248,0.4876,0.4989,0.0000,0.0000,0.0789
2251,0.1903,0.8281,0.2253,0.3109,0.0000
2254,0.0000,0.8127,0.0668,0.9331,0.9169
2255,0.1397,0.0000,0.8778,0.0000,0.7156
2256,0.1521,0.2286,0.0000,0.7728,0.1551
2260,0.2426,0.4224,0.9289,0.0000,0.0000
2264,0.3606,0.2809,0.5768,0.0000,0.6625
2265,0.0000,0.0504,0.0000,0.6507,0.4718
2266,0.0000,0.0000,0.3853,0.0963,0.0000
2268,0.0957,0.0000,0.2710,0.0000,0.9246
2269,0.7140,0.0000,0.0000,0.2482,0.2787
2271,0.4533,0.5511,0.2008,0.0000,0.0000
2272,0.0000,0.1549,0.6522,0.0000,0.5573
2274,0.8825,0.5120,0.3816,0.0000,0.0000
2275,0.1174,0.4312,0.0908,0.6083,0.3095
2276,0.6383,0.0714,0.2683,0.3751,0.3385
2277,0.0000,0.0000,0.7315,0.0000,0.3781
2282,0.5997,0.0504,0.2710,0.4513,0.3431
2284,0.0000,0.0000,0.0000,0.4479,0.6811
2285,0.6147,0.0000,0.8948,0.0000,0.5070
2288,0.2339,0.3248,0.6853,0.0000,0.0000
2292,0.2935,0.0000,0.1927,0.1216,0.0000
2293,0.2922,0.0192,0.3611,0.7884,0.0000
2294,0.7952,0.0000,0.3345,0.0000,0.1694
2295,0.3872,0.0000,0.0000,0.6511,0.0000
2296,0.0000,0.2128,0.0000,0.6384,0.2128
2297,0.0000,0.0000,0.6327,0.3812,0.5535
2298,0.7112,0.0887,0.2780,0.0000,0.0000
2300,0.0000,0.2168,0.0000,0.9422,0.9432
2301,0.0000,0.0000,0.0266,0.0000,0.8296
2306,0.6729,0.0000,0.0000,0.0000,0.2042
2307,0.9571,0.4067,0.0000,0.0000,0.0000
2308,0.6119,0.4036,0.2780,0.0000,0.0233
2309,0.6283,0.6320,0.3492,0.0000,0.6679
2310,0.9884,0.0000,0.6641,0.0000,0.6154
2312,0.0535,0.8608,0.6760,0.0000,0.8452
2314,0.3036,0.0000,0.0000,0.6919,0.0000
2315,0.0000,0.0000,0.0000,0.2680,0.6668
2316,0.3957,0.0000,0.2964,0.7660,0.0000
2318,0.4796,0.2593,0.0000,0.8114,0.5782
2319,0.7601,0.1603,0.0266,0.0000,0.0789
2320,0.4964,0.0000,0.7774,0.5033,0.0000
2322,0.0000,0.1650,0.5537,0.6194,0.0580
2323,0.0000,0.1028,0.1087,0.6373,0.4890
2324,0.0000,0.8502,0.3249,0.9950,0.1123
2326,0.2477,0.8477,0.0000,0.5844,0.7487
2329,0.0000,0.1383,0.8927,0.0000,0.0000
2330,0.2426,0.0000,0.9092,0.3773,0.0000
2331,0.0000,0.9768,0.0000,0.9231,0.9585
2333,0.0000,0.2790,0.0000,0.6893,0.0000
2334,0.0535,0.8301,0.0000,0.6017,0.9734
2336,0.3160,0.1817,0.0000,0.4923,0.6183
2339,0.4164,0.6485,0.5849,0.0000,0.0000
2340,0.0000,0.9463,0.0000,0.5353,0.8110
2347,0.6560,0.5064,0.4282,0.0000,0.0000
2348,0.9066,0.0192,0.4955,0.0231,0.0000
2350,0.7022,0.2456,0.9382,0.0000,0.0000
2352,0.0000,0.5940,0.0000,0.3607,0.8488
2355,0.0000,0.1383,0.5549,0.2734,0.5458
2356,0.5118,0.0000,0.6335,0.0000,0.6517
2357,0.0000,0.7816,0.4441,0.8625,0.8284
2358,0.7467,0.0000,0.2710,0.4077,0.2824
2360,0.2601,0.8176,0.0000,0.8886,0.2872
2362,0.6092,0.3959,0.2591,0.0000,0.3517
2363,0.0000,0.3324,0.0000,0.8446,0.8530
2364,0.0000,0.9915,0.0668,0.9247,0.8580
2365,0.7523,0.2674,0.0000,0.1423,0.0000
2366,0.8993,0.0000,0.2547,0.0625,0.1759
2368,0.8566,0.0000,0.1475,0.0231,0.0000
2370,0.4608,0.3751,0.0908,0.0625,0.5302
2371,0.0000,0.7335,0.1087,0.0000,0.0000
2380,0.5421,0.0000,0.8516,0.0000,0.0000
2382,0.0000,0.8193,0.0000,0.9149,0.2751
2384,0.7646,0.0000,0.0000,0.1911,0.0000
2386,0.4334,0.2593,0.0000,0.6417,0.0233
2388,0.9537,0.0000,0.4118,0.0000,0.0000
2389,0.0535,0.8723,0.0000,0.3751,0.1630
2391,0.6359,0.0000,0.4581,0.0000,0.6703
2392,0.3930,0.1305,0.6781,0.0000,0.3467
2396,0.1468,0.4651,0.1927,0.0000,0.6050
2397,0.8286,0.0000,0.0000,0.8453,0.4641
2398,0.1903,0.6063,0.0000,0.2476,0.0000
2399,0.5850,0.1927,0.2195,0.0000,0.4972
2400,0.2160,0.0000,0.0000,0.0000,0.7178
2401,0.3465,0.0000,0.3249,0.6836,0.0000
2403,0.0957,0.3833,0.7759,0.0000,0.0000
2406,0.0000,0.9725,0.0000,0.9407,0.3827
2407,0.0000,0.5886,0.0000,0.7009,0.9083
2410,0.5434,0.3713,0.5495,0.0000,0.0000
2412,0.1397,0.5103,0.0000,0.4821,0.1362
2413,0.0000,0.3499,0.0000,0.6519,0.4135
2414,0.7337,0.0000,0.0000,0.3272,0.0000
2415,0.8191,0.1383,0.9783,0.0000,0.0000
2416,0.7346,0.0504,0.2008,0.0000,0.3264
2420,0.7789,0.2890,0.0000,0.3180,0.0960
2422,0.2952,0.0000,0.9358,0.8701,0.0000
2425,0.7945,0.1228,0.8986,0.0000,0.6977
2426,0.2193,0.0000,0.8903,0.0000,0.8350
2433,0.7700,0.0000,0.0000,0.0000,0.0233
2434,0.1468,0.1773,0.8030,0.3530,0.3700
2437,0.0000,0.7800,0.0668,0.6070,0.6322
2440,0.0000,0.5799,0.0000,0.0000,0.4781
2441,0.2952,0.0000,0.6411,0.0000,0.0000
2443,0.9298,0.0000,0.0000,0.0000,0.0000
2444,0.5843,0.0000,0.2008,0.3212,0.0000
2445,0.0000,0.0000,0.8340,0.0873,0.2303
2447,0.0000,0.0192,0.5430,0.0000,0.8392
2448,0.4564,0.0000,0.6463,0.0000,0.1123
2449,0.0000,0.4270,0.1230,0.6106,0.0233
2451,0.0000,0.1133,0.0000,0.8975,0.3342
2452,0.3412,0.1133,0.0000,0.2109,0.7000
2456,0.9179,0.0000,0.2745,0.3515,0.3860
2457,0.3853,0.0000,0.4567,0.6993,0.3853
2458,0.0000,0.2213,0.0000,0.7459,0.0000
2459,0.0000,0.0000,0.0000,0.0000,0.7997
2461,0.0000,0.0000,0.2253,0.0000,0.7434
2462,0.3719,0.0000,0.1354,0.7370,0.0000
2463,0.0000,0.6703,0.9286,0.0873,0.8369
2464,0.0773,0.8320,0.0000,0.9934,0.9203
2466,0.0000,0.8730,0.0000,0.7739,0.9030
2468,0.0000,0.4583,0.9465,0.7208,0.9801
2469,0.0000,0.0000,0.0000,0.6811,0.3369
2470,0.5831,0.4695,0.0000,0.1318,0.0000
2471,0.2738,0.0000,0.9572,0.0000,0.6945
2474,0.0000,0.0000,0.7369,0.0000,0.2610
2476,0.0000,0.2168,0.0266,0.7086,0.0233
2477,0.5223,0.7371,0.7980,0.4245,0.0000
2479,0.0000,0.0000,0.2211,0.0625,0.8219
2480,0.0201,0.0887,0.0000,0.7415,0.0789
2482,0.9055,0.0887,0.8547,0.0000,0.0000
2483,0.0000,0.0000,0.0000,0.1028,0.7540
2486,0.9186,0.0000,0.5362,0.0000,0.0000
2487,0.2264,0.2389,0.0266,0.9250,0.0000
2488,0.0000,0.4954,0.0000,0.3715,0.4880
2489,0.0957,0.6585,0.0000,0.2006,0.0000
2490,0.0000,0.2356,0.0000,0.3236,0.7086
2491,0.7893,0.0000,0.5119,0.1521,0.3666
2492,0.0000,0.7891,0.9886,0.0000,0.8497
2493,0.9792,0.7546,0.9494,0.3762,0.0000
2494,0.0000,0.4643,0.0000,0.8401,0.6907
2495,0.0000,0.6082,0.0000,0.1692,0.0000
2497,0.7639,0.0000,0.0000,0.1521,0.0000
2498,0.0535,0.7564,0.0000,0.1028,0.0000
2499,0.0000,0.9630,0.0000,0.9969,0.8585
2500,0.7658,0.0000,0.0000,0.0000,0.2219
2501,0.0000,0.7664,0.0000,0.2961,0.0000
2502,0.1630,0.4044,0.0000,0.0000,0.6558
2503,0.5102,0.3369,0.4348,0.4499,0.0000
2504,0.0000,0.4357,0.0266,0.6461,0.0000
2505,0.0000,0.0000,0.2434,0.0000,0.7010
2506,0.0000,0.7849,0.0000,0.3515,0.8462
2507,0.1521,0.3068,0.0000,0.4915,0.8850
2508,0.0000,0.6806,0.0000,0.5212,0.8944
2510,0.7818,0.0000,0.1087,0.1028,0.0000
2511,0.9206,0.5344,0.1087,0.0000,0.0000
2512,0.0000,0.8592,0.0000,0.4454,0.8767
2513,0.2717,0.3639,0.0266,0.0000,0.6309
2516,0.0000,0.5848,0.0000,0.0000,0.1630
2517,0.8336,0.0192,0.5870,0.0000,0.0000
2519,0.8211,0.7967,0.0000,0.4766,0.6198
2521,0.0773,0.5552,0.3033,0.0000,0.1759
2524,0.5206,0.0000,0.6030,0.8679,0.0000
2528,0.4770,0.8078,0.0000,0.0000,0.1759
2529,0.3807,0.0000,0.2008,0.4752,0.6409
2531,0.4152,0.8425,0.0266,0.2589,0.7910
2534,0.1998,0.6347,0.3511,0.0000,0.0960
2537,0.0000,0.9522,0.0000,0.0000,0.7817
2539,0.8382,0.0000,0.3061,0.3060,0.0000
2540,0.0000,0.0000,0.5940,0.5264,0.0000
2542,0.0000,0.1383,0.1860,0.7555,0.3284
2545,0.0000,0.7318,0.0000,0.8713,0.4173
2550,0.9032,0.0887,0.2591,0.0000,0.0000
2551,0.0000,0.6285,0.0000,0.5330,0.8284
2552,0.9489,0.8071,0.0000,0.0000,0.9219
2553,0.8077,0.0000,0.0000,0.0000,0.0000
2555,0.0201,0.3682,0.0000,0.5166,0.3915
2556,0.5744,0.0000,0.4508,0.0625,0.6992
2557,0.7053,0.0000,0.0668,0.0000,0.1694
2558,0.8869,0.0000,0.5657,0.0000,0.0000
2559,0.7129,0.0000,0.5909,0.1183,0.0000
2561,0.3918,0.5552,0.0000,0.0000,0.0000
2562,0.6370,0.0000,0.0000,0.4655,0.1694
2566,0.0000,0.3114,0.0000,0.7453,0.0000
2567,0.0000,0.0000,0.0000,0.0000,0.7789
2568,0.7727,0.0192,0.0000,0.3547,0.0000
2570,0.4695,0.0000,0.0000,0.7864,0.0000
2572,0.0000,0.0000,0.4827,0.1952,0.7525
2576,0.6482,0.0000,0.5362,0.0000,0.0000
2577,0.4702,0.0000,0.1777,0.4666,0.0000
2578,0.3412,0.6398,0.0000,0.0000,0.1759
2579,0.0000,0.0000,0.5119,0.4539,0.8213
2580,0.8855,0.0192,0.0000,0.0000,0.0000
2581,0.3731,0.0714,0.1467,0.1423,0.0000
2584,0.0000,0.6773,0.4971,0.0000,0.2936
2585,0.0000,0.8022,0.0000,0.3839,0.0000
2586,0.0000,0.0000,0.0000,0.7448,0.0000
2587,0.4988,0.0504,0.7227,0.3787,0.0000
2588,0.0773,0.0000,0.0908,0.0000,0.7015
2589,0.0000,0.7423,0.2831,0.0000,0.0000
2590,0.5458,0.0887,0.0000,0.0000,0.6390
2591,0.9468,0.0000,0.6171,0.3910,0.0000
2593,0.1697,0.6180,0.0000,0.0000,0.0000
2596,0.0535,0.1305,0.0000,0.9259,0.4339
2597,0.0000,0.0000,0.9372,0.3164,0.1460
2599,0.0000,0.0192,0.0000,0.4777,0.6138
2600,0.1630,0.3525,0.8827,0.3409,0.0233
2604,0.0000,0.4738,0.9910,0.8357,0.3025
2605,0.0773,0.7066,0.0000,0.7015,0.7166
2606,0.0000,0.2456,0.0000,0.9648,0.0000
2607,0.0000,0.9826,0.7302,0.1692,0.5038
2609,0.7257,0.3193,0.0000,0.0000,0.0233
2610,0.1468,0.9499,0.2143,0.0873,0.0000
2611,0.0000,0.6632,0.0000,0.9175,0.6914
2612,0.0000,0.0000,0.0000,0.7798,0.0000
2613,0.0000,0.0000,0.0000,0.0000,0.8389
2614,0.1174,0.5170,0.4709,0.3194,0.9299
2616,0.0773,0.0000,0.0000,0.7844,0.0000
2618,0.0201,0.6451,0.0000,0.9962,0.9439
2619,0.1855,0.8546,0.0000,0.0000,0.4066
2620,0.0000,0.0000,0.5968,0.5251,0.0000
2621,0.7826,0.0000,0.3656,0.4573,0.0000
2622,0.0000,0.0000,0.4710,0.2354,0.7570
2627,0.0000,0.0000,0.0000,0.0000,0.7686
2628,0.7337,0.0000,0.6044,0.4116,0.0000
2631,0.4601,0.0000,0.8494,0.0000,0.1759
2634,0.4118,0.0000,0.8665,0.0625,0.0000
2635,0.3191,0.3861,0.0000,0.0000,0.6015
2646,0.8917,0.4149,0.0000,0.2148,0.9309
2647,0.1952,0.9610,0.4853,0.9413,0.9183
2648,0.0000,0.6744,0.0000,0.6245,0.8553
2649,0.0000,0.0192,0.0000,0.8975,0.3118
2650,0.0000,0.4391,0.2547,0.0000,0.6231
2651,0.0000,0.1549,0.0000,0.9032,0.8329
2652,0.0000,0.4013,0.5019,0.6411,0.9651
2653,0.0000,0.0000,0.2436,0.0873,0.8869
2655,0.0201,0.9106,0.0000,0.4379,0.0000
2656,0.6700,0.0000,0.0000,0.0000,0.2181
2657,0.5177,0.0000,0.7276,0.0000,0.0000
2660,0.2404,0.3556,0.0000,0.6127,0.0000
2661,0.2911,0.6406,0.4296,0.0000,0.0000
2662,0.0000,0.4179,0.2088,0.7116,0.7513
2663,0.0000,0.6963,0.0000,0.4126,0.9542
2664,0.6518,0.2352,0.0000,0.2888,0.0000
2669,0.4014,0.2032,0.3830,0.8107,0.0000
2670,0.1085,0.6398,0.0000,0.0000,0.0000
2672,0.0000,0.0504,0.3345,0.0000,0.7473
2673,0.9658,0.2061,0.1475,0.0000,0.3583
2674,0.5957,0.0000,0.6282,0.0000,0.0000
2676,0.3121,0.0000,0.9334,0.2626,0.0000
2677,0.7419,0.0887,0.4070,0.2828,0.0000
2679,0.0000,0.0000,0.0266,0.7932,0.0233
2682,0.0000,0.7770,0.0000,0.2589,0.5392
2683,0.9380,0.2982,0.2547,0.0000,0.0000
2685,0.4179,0.5991,0.0000,0.0000,0.2307
2686,0.5503,0.2515,0.1475,0.5659,0.0000
2687,0.2695,0.0000,0.9872,0.0000,0.1551
2691,0.0000,0.3248,0.9037,0.0000,0.0000
2692,0.7733,0.0000,0.0000,0.1933,0.0000
2693,0.0000,0.0000,0.7767,0.3377,0.0789
2694,0.7704,0.0000,0.9393,0.0000,0.0000
2695,0.0000,0.4846,0.0000,0.0873,0.9395
2697,0.0957,0.6981,0.0000,0.0000,0.0233
2701,0.0000,0.7602,0.0000,0.0000,0.0000
2703,0.6748,0.4674,0.7900,0.0000,0.2140
2704,0.0000,0.0000,0.6287,0.5100,0.0233
2705,0.0201,0.0000,0.5516,0.0000,0.6427
2706,0.5986,0.0000,0.0000,0.7991,0.0000
2708,0.0000,0.1927,0.0000,0.5454,0.6958
2709,0.3401,0.0504,0.2617,0.3401,0.7081
2710,0.3731,0.6421,0.0000,0.0000,0.0000
2711,0.5821,0.0000,0.1455,0.0000,0.0000
2712,0.0201,0.0000,0.4508,0.3936,0.6498
2713,0.0000,0.1383,0.9579,0.0000,0.1123
2715,0.6608,0.0504,0.0000,0.4159,0.4259
2717,0.0000,0.0000,0.7728,0.0000,0.0000
2719,0.1998,0.2117,0.9244,0.0000,0.7982
2720,0.1630,0.8284,0.5683,0.0000,0.5012
2723,0.0000,0.3959,0.6824,0.0000,0.0000
2724,0.5089,0.1549,0.7993,0.2006,0.0000
2726,0.7453,0.2117,0.6727,0.3970,0.0000
2728,0.0000,0.8251,0.0668,0.2189,0.8671
2732,0.2789,0.1383,0.0000,0.7787,0.1987
2733,0.0000,0.6113,0.0000,0.0000,0.0000
2734,0.0000,0.2187,0.0000,0.9837,0.6359
2735,0.1750,0.2248,0.1860,0.0625,0.5664
2737,0.1085,0.4679,0.5951,0.1423,0.0000
2738,0.2102,0.0000,0.2008,0.7241,0.0000
2739,0.4361,0.2593,0.4136,0.2589,0.6198
2741,0.4467,0.0714,0.2195,0.6525,0.0000
2746,0.0000,0.8202,0.3830,0.6554,0.7993
2748,0.4957,0.0000,0.5987,0.0000,0.1123
2749,0.0000,0.5920,0.0000,0.0625,0.0000
2750,0.4589,0.0000,0.4193,0.0000,0.5246
2751,0.0773,0.3664,0.0000,0.0000,0.8741
2752,0.9155,0.0000,0.1087,0.3970,0.8209
2753,0.0201,0.0000,0.8544,0.6718,0.0000
2755,0.0000,0.2777,0.0000,0.7283,0.0000
2756,0.8448,0.0000,0.4496,0.0000,0.0000
2757,0.9346,0.9758,0.0000,0.5259,0.6756
2758,0.0000,0.0000,0.7585,0.5187,0.0789
2759,0.0535,0.5090,0.5725,0.0000,0.3616
2761,0.4501,0.0000,0.2892,0.2828,0.6244
2762,0.7032,0.3114,0.1354,0.2933,0.0233
2763,0.0000,0.8769,0.0000,0.2476,0.0789
2764,0.0000,0.0192,0.9199,0.0000,0.4611
2765,0.0000,0.0000,0.6877,0.0000,0.1630
2768,0.0000,0.0000,0.2831,0.0000,0.7525
2769,0.0000,0.4131,0.0000,0.9545,0.0000
2770,0.9928,0.0000,0.9752,0.0000,0.8419
2771,0.5370,0.7528,0.1475,0.5507,0.9628
2773,0.0000,0.2701,0.0000,0.4499,0.6306
2774,0.8509,0.1133,0.5216,0.4145,0.7075
2775,0.4179,0.0000,0.2088,0.0000,0.6613
2778,0.0000,0.5833,0.0668,0.1028,0.2259
2779,0.0000,0.9456,0.0000,0.4159,0.5173
2780,0.7014,0.0000,0.0000,0.0000,0.0233
2781,0.0000,0.7917,0.0000,0.5986,0.9568
2782,0.0000,0.7179,0.9686,0.4848,0.2525
2785,0.0000,0.2754,0.0000,0.7385,0.0000
2787,0.2077,0.0000,0.0000,0.0000,0.7173
2789,0.0000,0.9751,0.0000,0.9856,0.3601
2790,0.8351,0.0192,0.2465,0.1318,0.0000
2791,0.3766,0.4414,0.0000,0.4885,0.5764
2792,0.3249,0.7726,0.0000,0.5691,0.9767
2793,0.0000,0.7783,0.0000,0.4035,0.3467
2794,0.0000,0.2687,0.0668,0.6824,0.0000
2795,0.8985,0.0000,0.5240,0.4479,0.3302
2796,0.0000,0.4168,0.0000,0.9733,0.9377
2797,0.5942,0.0192,0.5607,0.3336,0.0960
2798,0.6405,0.0000,0.1354,0.0000,0.8681
2799,0.0000,0.8841,0.5423,0.0625,0.9412
2800,0.0000,0.4769,0.0000,0.9335,0.5231
2802,0.0000,0.0000,0.9420,0.4727,0.0000
2803,0.0535,0.6573,0.0000,0.4200,0.1551
2804,0.2717,0.1305,0.0000,0.6687,0.2899
2807,0.0000,0.6912,0.3929,0.5755,0.8804
2809,0.6976,0.8527,0.0000,0.3060,0.8819
2814,0.5772,0.1603,0.2617,0.6852,0.5105
2815,0.0000,0.2168,0.8965,0.0000,0.6224
2817,0.5886,0.0000,0.0266,0.4645,0.0000
2818,0.8448,0.0000,0.0000,0.0000,0.0000
2820,0.9584,0.0000,0.0668,0.1183,0.0000
2821,0.0000,0.0000,0.5607,0.0000,0.5872
2822,0.6247,0.3649,0.0000,0.0000,0.0000
2825,0.7945,0.0000,0.1354,0.3060,0.0000
2827,0.8923,0.8405,0.8573,0.0231,0.5078
2828,0.0000,0.0504,0.0000,0.9947,0.7525
2829,0.6254,0.3042,0.0000,0.5496,0.1123
2830,0.8152,0.0000,0.0000,0.2913,0.0000
2831,0.7147,0.0504,0.0668,0.2080,0.0000
2832,0.9744,0.0000,0.1777,0.0000,0.0000
2834,0.6668,0.0000,0.0000,0.3421,0.0000
2835,0.0000,0.0000,0.0000,0.8770,0.3430
2836,0.7037,0.0000,0.2831,0.0000,0.2698
2839,0.0201,0.0000,0.0000,0.6091,0.4972
2841,0.0000,0.8255,0.9362,0.5731,0.0233
2842,0.8937,0.0000,0.0000,0.0000,0.0000
2844,0.5264,0.5221,0.0000,0.1423,0.0000
2847,0.0000,0.3409,0.1586,0.2305,0.9744
2850,0.2450,0.0000,0.3006,0.6576,0.0000
2851,0.0000,0.0000,0.0000,0.7699,0.0580
2852,0.0000,0.7885,0.0000,0.8792,0.0233
2854,0.0201,0.2248,0.9462,0.0000,0.0000
2855,0.0000,0.5702,0.0000,0.8567,0.7952
2857,0.0000,0.0000,0.0000,0.4454,0.6427
2860,0.0000,0.9538,0.0000,0.7695,0.2583
2861,0.0000,0.7079,0.0000,0.9868,0.5635
2863,0.3549,0.0000,0.4206,0.2961,0.7028
2864,0.9431,0.0000,0.9099,0.4126,0.0000
2865,0.7758,0.7546,0.1777,0.1609,0.0000
2866,0.1085,0.0192,0.7139,0.0000,0.4600
2869,0.7373,0.0000,0.0000,0.0000,0.0000
2872,0.0000,0.9676,0.0000,0.8202,0.9854
2875,0.5957,0.0000,0.0000,0.4777,0.0000
2876,0.8317,0.0000,0.0000,0.1609,0.0000
2880,0.8930,0.0000,0.4717,0.2476,0.0000
2881,0.3777,0.0000,0.7267,0.0000,0.2219
2882,0.0000,0.0000,0.3292,0.7787,0.2307
2884,0.6218,0.0000,0.0000,0.5290,0.0000
2886,0.6772,0.0714,0.3697,0.5359,0.0000
2890,0.8232,0.1305,0.5592,0.0000,0.0000
2892,0.3872,0.9129,0.2008,0.5033,0.8116
2894,0.3002,0.2827,0.9790,0.8145,0.5231
2895,0.7658,0.0000,0.7060,0.0000,0.0000
2900,0.0000,0.3657,0.6082,0.0000,0.0000
2901,0.0000,0.9280,0.0000,0.3680,0.8505
2903,0.0000,0.0887,0.9320,0.7048,0.8731
2904,0.7733,0.0000,0.3173,0.0000,0.0000
2905,0.2404,0.7325,0.3566,0.0000,0.1987
2906,0.8157,0.0000,0.3732,0.0000,0.0000
2909,0.1818,0.5133,0.2831,0.5179,0.0000
2910,0.0000,0.6297,0.3853,0.0000,0.2538
2913,0.8860,0.4648,0.0908,0.0625,0.8199
2915,0.0000,0.4753,0.8623,0.3272,0.9555
2917,0.0000,0.0000,0.1230,0.0000,0.9159
2919,0.7981,0.0000,0.4607,0.5414,0.0000
2920,0.0957,0.0000,0.9486,0.0231,0.3322
2923,0.0000,0.1228,0.6741,0.1028,0.0000
2924,0.4428,0.4841,0.3791,0.0000,0.0789
2926,0.0000,0.0000,0.9103,0.1183,0.0000
2927,0.4020,0.0000,0.9346,0.0873,0.0000
2930,0.0000,0.9794,0.0000,0.4200,0.8535
2931,0.9652,0.0000,0.0000,0.0000,0.0000
2932,0.2896,0.0192,0.6013,0.0000,0.5379
2933,0.0957,0.4849,0.4981,0.5083,0.0000
2934,0.0000,0.0000,0.7528,0.0000,0.0000
